Hospital Name,Hospital ID,State,Avg Annual Admissions,Avg Expected Readmission Rate,Avg Annual Readmissions
UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,210003,Maryland,91,24.3233,25
UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,210003,Maryland,38,21.6207,10
UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,210003,Maryland,41,18.4248,6
HOLY CROSS HOSPITAL,210004,Maryland,140,16.6437,24
HOLY CROSS HOSPITAL,210004,Maryland,114,20.8099,23
HOLY CROSS HOSPITAL,210004,Maryland,54,19.7037,11
HOLY CROSS HOSPITAL,210004,Maryland,29,14.0986,5
FREDERICK HEALTH HOSPITAL,210005,Maryland,203,16.7368,35
FREDERICK HEALTH HOSPITAL,210005,Maryland,75,4.386,4
FREDERICK HEALTH HOSPITAL,210005,Maryland,209,21.5355,39
FREDERICK HEALTH HOSPITAL,210005,Maryland,147,22.0562,27
FREDERICK HEALTH HOSPITAL,210005,Maryland,67,15.4385,8
UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL,210006,Maryland,70,16.8857,12
UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL,210006,Maryland,60,21.2828,13
UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL,210006,Maryland,62,19.4006,9
MERCY MEDICAL CENTER INC,210008,Maryland,36,18.8733,7
MERCY MEDICAL CENTER INC,210008,Maryland,300,3.7174,6
MERCY MEDICAL CENTER INC,210008,Maryland,68,23.1794,16
MERCY MEDICAL CENTER INC,210008,Maryland,19,21.2928,5
"JOHNS HOPKINS HOSPITAL, THE",210009,Maryland,95,19.2687,19
"JOHNS HOPKINS HOSPITAL, THE",210009,Maryland,192,23.7095,34
"JOHNS HOPKINS HOSPITAL, THE",210009,Maryland,45,23.4115,10
"JOHNS HOPKINS HOSPITAL, THE",210009,Maryland,76,12.3938,10
"JOHNS HOPKINS HOSPITAL, THE",210009,Maryland,69,17.1484,12
SAINT AGNES HOSPITAL,210011,Maryland,126,16.0641,19
SAINT AGNES HOSPITAL,210011,Maryland,99,4.2657,4
SAINT AGNES HOSPITAL,210011,Maryland,187,21.4748,41
SAINT AGNES HOSPITAL,210011,Maryland,131,21.0414,26
SAINT AGNES HOSPITAL,210011,Maryland,45,16.3819,8
SINAI HOSPITAL OF BALTIMORE,210012,Maryland,138,17.352,18
SINAI HOSPITAL OF BALTIMORE,210012,Maryland,176,21.7483,34
SINAI HOSPITAL OF BALTIMORE,210012,Maryland,59,21.1632,10
SINAI HOSPITAL OF BALTIMORE,210012,Maryland,61,11.0971,9
SINAI HOSPITAL OF BALTIMORE,210012,Maryland,97,16.3532,16
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,210015,Maryland,238,17.2261,45
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,210015,Maryland,323,22.6873,73
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,210015,Maryland,209,20.8905,39
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,210015,Maryland,55,16.6684,12
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,210016,Maryland,87,16.7076,14
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,210016,Maryland,132,20.6486,26
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,210016,Maryland,40,20.614,10
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,210016,Maryland,54,11.9459,6
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,210016,Maryland,70,15.3769,11
GARRETT REGIONAL MEDICAL CENTER,210017,Maryland,31,21.3669,7
GARRETT REGIONAL MEDICAL CENTER,210017,Maryland,22,20.2127,4
MEDSTAR MONTGOMERY MEDICAL CENTER,210018,Maryland,146,15.4963,23
MEDSTAR MONTGOMERY MEDICAL CENTER,210018,Maryland,85,19.4635,15
MEDSTAR MONTGOMERY MEDICAL CENTER,210018,Maryland,40,18.6214,5
PENINSULA REGIONAL MEDICAL CENTER,210019,Maryland,232,17.6655,35
PENINSULA REGIONAL MEDICAL CENTER,210019,Maryland,192,21.2883,33
PENINSULA REGIONAL MEDICAL CENTER,210019,Maryland,151,19.6358,25
PENINSULA REGIONAL MEDICAL CENTER,210019,Maryland,79,12.5518,7
PENINSULA REGIONAL MEDICAL CENTER,210019,Maryland,137,14.9444,19
SUBURBAN HOSPITAL,210022,Maryland,191,15.4267,28
SUBURBAN HOSPITAL,210022,Maryland,154,4.135,5
SUBURBAN HOSPITAL,210022,Maryland,198,18.9545,36
SUBURBAN HOSPITAL,210022,Maryland,50,18.8254,9
SUBURBAN HOSPITAL,210022,Maryland,29,10.8785,5
SUBURBAN HOSPITAL,210022,Maryland,84,12.6623,10
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",210023,Maryland,327,15.6397,50
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",210023,Maryland,265,4.1717,10
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",210023,Maryland,438,20.2242,89
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",210023,Maryland,196,19.6593,42
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",210023,Maryland,112,13.5295,18
MEDSTAR UNION MEMORIAL HOSPITAL,210024,Maryland,65,18.0662,7
MEDSTAR UNION MEMORIAL HOSPITAL,210024,Maryland,196,4.2743,7
MEDSTAR UNION MEMORIAL HOSPITAL,210024,Maryland,207,23.1636,40
MEDSTAR UNION MEMORIAL HOSPITAL,210024,Maryland,63,21.3031,11
MEDSTAR UNION MEMORIAL HOSPITAL,210024,Maryland,69,12.0919,10
MEDSTAR UNION MEMORIAL HOSPITAL,210024,Maryland,127,17.387,24
WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,Maryland,171,17.625,27
WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,Maryland,127,4.1618,6
WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,Maryland,174,21.8482,34
WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,Maryland,122,20.5223,24
WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,Maryland,83,15.2948,9
MEDSTAR SAINT MARY'S HOSPITAL,210028,Maryland,107,16.0172,16
MEDSTAR SAINT MARY'S HOSPITAL,210028,Maryland,126,21.728,25
MEDSTAR SAINT MARY'S HOSPITAL,210028,Maryland,69,20.1913,15
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,Maryland,101,18.7667,17
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,Maryland,67,4.9281,4
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,Maryland,188,23.0479,40
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,Maryland,98,22.7082,25
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,Maryland,48,17.1478,9
UNION HOSPITAL OF CECIL COUNTY,210032,Maryland,75,17.2258,11
UNION HOSPITAL OF CECIL COUNTY,210032,Maryland,56,21.5073,8
UNION HOSPITAL OF CECIL COUNTY,210032,Maryland,84,22.3099,20
CARROLL HOSPITAL CENTER,210033,Maryland,267,15.6593,42
CARROLL HOSPITAL CENTER,210033,Maryland,98,3.8286,5
CARROLL HOSPITAL CENTER,210033,Maryland,205,20.448,31
CARROLL HOSPITAL CENTER,210033,Maryland,123,19.1677,24
CARROLL HOSPITAL CENTER,210033,Maryland,43,14.5153,5
MEDSTAR HARBOR HOSPITAL,210034,Maryland,69,17.623,9
MEDSTAR HARBOR HOSPITAL,210034,Maryland,76,22.7936,15
MEDSTAR HARBOR HOSPITAL,210034,Maryland,81,21.8582,17
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,210035,Maryland,111,17.706,17
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,210035,Maryland,94,21.4162,21
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,210035,Maryland,77,19.6518,14
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,210037,Maryland,131,16.1043,12
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,210037,Maryland,105,20.6408,16
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,210037,Maryland,68,19.758,8
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,210037,Maryland,52,13.7858,6
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,Maryland,20,19.8601,4
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,Maryland,22,26.2454,8
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,Maryland,17,20.2014,4
CALVERTHEALTH MEDICAL CENTER,210039,Maryland,127,17.1397,23
CALVERTHEALTH MEDICAL CENTER,210039,Maryland,132,21.4922,30
CALVERTHEALTH MEDICAL CENTER,210039,Maryland,52,20.8587,10
NORTHWEST HOSPITAL CENTER,210040,Maryland,148,17.1665,21
NORTHWEST HOSPITAL CENTER,210040,Maryland,165,20.7994,34
NORTHWEST HOSPITAL CENTER,210040,Maryland,71,19.0448,14
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,210043,Maryland,211,17.3188,34
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,210043,Maryland,237,21.9116,47
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,210043,Maryland,156,20.9056,25
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,210043,Maryland,54,13.9518,7
GREATER BALTIMORE MEDICAL CENTER,210044,Maryland,167,15.3891,23
GREATER BALTIMORE MEDICAL CENTER,210044,Maryland,171,20.0461,30
GREATER BALTIMORE MEDICAL CENTER,210044,Maryland,66,18.5995,13
HOWARD COUNTY GENERAL HOSPITAL,210048,Maryland,219,15.6383,34
HOWARD COUNTY GENERAL HOSPITAL,210048,Maryland,230,19.4544,48
HOWARD COUNTY GENERAL HOSPITAL,210048,Maryland,80,20.4299,14
HOWARD COUNTY GENERAL HOSPITAL,210048,Maryland,44,12.6972,4
UMD UPPER CHESAPEAKE MEDICAL CENTER,210049,Maryland,181,17.6047,24
UMD UPPER CHESAPEAKE MEDICAL CENTER,210049,Maryland,211,21.2211,42
UMD UPPER CHESAPEAKE MEDICAL CENTER,210049,Maryland,113,20.6871,21
UMD UPPER CHESAPEAKE MEDICAL CENTER,210049,Maryland,97,14.6976,12
"LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CTR, INC",210051,Maryland,128,16.372,20
"LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CTR, INC",210051,Maryland,61,3.7178,4
"LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CTR, INC",210051,Maryland,190,20.9789,33
"LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CTR, INC",210051,Maryland,68,20.5081,10
MEDSTAR GOOD SAMARITAN HOSPITAL,210056,Maryland,89,17.8227,15
MEDSTAR GOOD SAMARITAN HOSPITAL,210056,Maryland,152,23.573,31
MEDSTAR GOOD SAMARITAN HOSPITAL,210056,Maryland,82,22.4149,18
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,Maryland,207,16.51,33
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,Maryland,155,3.774,7
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,Maryland,131,21.4138,17
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,Maryland,51,20.1913,9
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,Maryland,56,14.4617,6
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,210060,Maryland,51,15.0568,14
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,210060,Maryland,39,19.7931,9
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,210060,Maryland,27,19.4403,5
ATLANTIC GENERAL HOSPITAL,210061,Maryland,83,15.5424,14
ATLANTIC GENERAL HOSPITAL,210061,Maryland,77,19.9813,16
ATLANTIC GENERAL HOSPITAL,210061,Maryland,71,18.2752,12
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,210062,Maryland,116,17.7365,20
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,210062,Maryland,170,20.3283,39
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,210062,Maryland,62,21.0214,11
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,210062,Maryland,69,14.4556,9
UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,Maryland,140,16.2593,23
UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,Maryland,243,4.7354,10
UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,Maryland,191,20.6967,33
UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,Maryland,68,18.9843,11
UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,Maryland,111,11.2082,11
UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,Maryland,131,14.246,21
HOLY CROSS GERMANTOWN HOSPITAL,210065,Maryland,49,16.8083,7
HOLY CROSS GERMANTOWN HOSPITAL,210065,Maryland,46,21.327,11
HOLY CROSS GERMANTOWN HOSPITAL,210065,Maryland,18,20.6872,4
"HEALTHALLIANCE HOSPITALS, INC",220001,Massachusetts,104,16.0675,17
"HEALTHALLIANCE HOSPITALS, INC",220001,Massachusetts,93,20.55,23
"HEALTHALLIANCE HOSPITALS, INC",220001,Massachusetts,54,20.7774,12
MOUNT AUBURN HOSPITAL,220002,Massachusetts,147,15.2103,22
MOUNT AUBURN HOSPITAL,220002,Massachusetts,163,20.8545,37
MOUNT AUBURN HOSPITAL,220002,Massachusetts,53,19.7584,11
MOUNT AUBURN HOSPITAL,220002,Massachusetts,55,12.998,9
STURDY MEMORIAL HOSPITAL,220008,Massachusetts,198,15.374,34
STURDY MEMORIAL HOSPITAL,220008,Massachusetts,90,3.9155,5
STURDY MEMORIAL HOSPITAL,220008,Massachusetts,115,20.0219,23
STURDY MEMORIAL HOSPITAL,220008,Massachusetts,90,17.9006,19
LAWRENCE GENERAL HOSPITAL,220010,Massachusetts,113,16.0542,23
LAWRENCE GENERAL HOSPITAL,220010,Massachusetts,155,20.786,34
LAWRENCE GENERAL HOSPITAL,220010,Massachusetts,65,19.261,15
LAWRENCE GENERAL HOSPITAL,220010,Massachusetts,43,16.402,9
CAMBRIDGE HEALTH ALLIANCE,220011,Massachusetts,49,17.2423,8
CAMBRIDGE HEALTH ALLIANCE,220011,Massachusetts,78,21.2799,12
CAMBRIDGE HEALTH ALLIANCE,220011,Massachusetts,45,21.0181,11
CAPE COD HEALTHCARE,220012,Massachusetts,448,15.5917,72
CAPE COD HEALTHCARE,220012,Massachusetts,189,3.8029,10
CAPE COD HEALTHCARE,220012,Massachusetts,286,18.6914,58
CAPE COD HEALTHCARE,220012,Massachusetts,84,17.7021,18
CAPE COD HEALTHCARE,220012,Massachusetts,193,11.9223,23
"COOLEY DICKINSON HOSPITAL INC,THE",220015,Massachusetts,97,14.1833,15
"COOLEY DICKINSON HOSPITAL INC,THE",220015,Massachusetts,103,18.0294,20
"COOLEY DICKINSON HOSPITAL INC,THE",220015,Massachusetts,45,16.6986,6
BAYSTATE FRANKLIN MEDICAL CENTER,220016,Massachusetts,74,15.6788,12
BAYSTATE FRANKLIN MEDICAL CENTER,220016,Massachusetts,91,19.9704,19
BAYSTATE FRANKLIN MEDICAL CENTER,220016,Massachusetts,31,17.8959,9
CARNEY HOSPITAL,220017,Massachusetts,43,14.7447,7
CARNEY HOSPITAL,220017,Massachusetts,40,20.4249,12
CARNEY HOSPITAL,220017,Massachusetts,23,19.7221,6
UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,220019,Massachusetts,69,14.7538,13
UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,220019,Massachusetts,68,19.8774,18
UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,220019,Massachusetts,52,16.8232,13
SAINT ANNE'S HOSPITAL,220020,Massachusetts,166,16.4818,36
SAINT ANNE'S HOSPITAL,220020,Massachusetts,161,4.1637,10
SAINT ANNE'S HOSPITAL,220020,Massachusetts,111,21.6881,22
SAINT ANNE'S HOSPITAL,220020,Massachusetts,66,18.7417,17
HOLYOKE MEDICAL CENTER,220024,Massachusetts,80,15.7813,14
HOLYOKE MEDICAL CENTER,220024,Massachusetts,74,18.6906,13
HOLYOKE MEDICAL CENTER,220024,Massachusetts,50,18.9488,12
ANNA JAQUES HOSPITAL,220029,Massachusetts,101,15.4779,15
ANNA JAQUES HOSPITAL,220029,Massachusetts,110,3.4485,6
ANNA JAQUES HOSPITAL,220029,Massachusetts,81,20.9623,22
ANNA JAQUES HOSPITAL,220029,Massachusetts,72,16.9123,14
BAYSTATE WING HOSPITAL,220030,Massachusetts,64,16.1841,10
BAYSTATE WING HOSPITAL,220030,Massachusetts,98,20.004,15
BAYSTATE WING HOSPITAL,220030,Massachusetts,36,19.5419,7
BOSTON MEDICAL CENTER,220031,Massachusetts,58,18.1263,13
BOSTON MEDICAL CENTER,220031,Massachusetts,162,21.8,40
BOSTON MEDICAL CENTER,220031,Massachusetts,36,19.7469,8
BOSTON MEDICAL CENTER,220031,Massachusetts,32,17.2446,7
NORTHEAST HOSPITAL CORPORATION,220033,Massachusetts,272,15.9795,42
NORTHEAST HOSPITAL CORPORATION,220033,Massachusetts,197,4.1556,11
NORTHEAST HOSPITAL CORPORATION,220033,Massachusetts,249,20.5951,60
NORTHEAST HOSPITAL CORPORATION,220033,Massachusetts,96,19.1929,20
NORTHEAST HOSPITAL CORPORATION,220033,Massachusetts,77,14.9557,10
NORTH SHORE MEDICAL CENTER -,220035,Massachusetts,256,16.9608,51
NORTH SHORE MEDICAL CENTER -,220035,Massachusetts,100,4.5877,7
NORTH SHORE MEDICAL CENTER -,220035,Massachusetts,353,21.287,79
NORTH SHORE MEDICAL CENTER -,220035,Massachusetts,103,20.3168,25
NORTH SHORE MEDICAL CENTER -,220035,Massachusetts,38,14.1926,5
ST ELIZABETH'S MEDICAL CENTER,220036,Massachusetts,51,17.095,10
ST ELIZABETH'S MEDICAL CENTER,220036,Massachusetts,101,20.8809,23
ST ELIZABETH'S MEDICAL CENTER,220036,Massachusetts,85,13.6124,14
ST ELIZABETH'S MEDICAL CENTER,220036,Massachusetts,104,16.5426,23
BERKSHIRE MEDICAL CENTER,220046,Massachusetts,243,17.4907,35
BERKSHIRE MEDICAL CENTER,220046,Massachusetts,94,4.5409,4
BERKSHIRE MEDICAL CENTER,220046,Massachusetts,315,20.9665,68
BERKSHIRE MEDICAL CENTER,220046,Massachusetts,77,19.6369,13
BERKSHIRE MEDICAL CENTER,220046,Massachusetts,16,18.2277,4
UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,220049,Massachusetts,71,15.8546,12
UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,220049,Massachusetts,63,19.004,12
UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,220049,Massachusetts,30,17.711,8
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,220052,Massachusetts,68,16.6644,13
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,220052,Massachusetts,67,4.3563,5
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,220052,Massachusetts,86,20.7898,21
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,220052,Massachusetts,88,19.602,19
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,220052,Massachusetts,25,15.6487,4
BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,220060,Massachusetts,245,17.1181,54
BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,220060,Massachusetts,212,3.7661,12
BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,220060,Massachusetts,186,21.0026,41
BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,220060,Massachusetts,99,19.9626,23
BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,220060,Massachusetts,61,13.7339,6
LOWELL GENERAL HOSPITAL,220063,Massachusetts,211,16.7192,42
LOWELL GENERAL HOSPITAL,220063,Massachusetts,97,4.3894,4
LOWELL GENERAL HOSPITAL,220063,Massachusetts,286,20.3776,70
LOWELL GENERAL HOSPITAL,220063,Massachusetts,138,18.5243,32
LOWELL GENERAL HOSPITAL,220063,Massachusetts,69,14.529,15
BAYSTATE NOBLE HOSPITAL,220065,Massachusetts,41,14.7293,8
BAYSTATE NOBLE HOSPITAL,220065,Massachusetts,66,18.1875,12
BAYSTATE NOBLE HOSPITAL,220065,Massachusetts,24,16.9982,5
MERCY MEDICAL CTR,220066,Massachusetts,96,16.3747,20
MERCY MEDICAL CTR,220066,Massachusetts,121,20.0896,20
MERCY MEDICAL CTR,220066,Massachusetts,65,19.5298,15
MELROSEWAKEFIELD HEALTHCARE,220070,Massachusetts,185,16.8519,32
MELROSEWAKEFIELD HEALTHCARE,220070,Massachusetts,187,19.9867,41
MELROSEWAKEFIELD HEALTHCARE,220070,Massachusetts,70,19.0882,16
MELROSEWAKEFIELD HEALTHCARE,220070,Massachusetts,39,14.7821,6
MASSACHUSETTS GENERAL HOSPITAL,220071,Massachusetts,343,18.8599,67
MASSACHUSETTS GENERAL HOSPITAL,220071,Massachusetts,196,4.9005,9
MASSACHUSETTS GENERAL HOSPITAL,220071,Massachusetts,545,22.546,125
MASSACHUSETTS GENERAL HOSPITAL,220071,Massachusetts,119,21.7929,26
MASSACHUSETTS GENERAL HOSPITAL,220071,Massachusetts,111,12.7479,15
MASSACHUSETTS GENERAL HOSPITAL,220071,Massachusetts,191,14.6184,34
MORTON HOSPITAL,220073,Massachusetts,129,16.1858,24
MORTON HOSPITAL,220073,Massachusetts,131,20.1253,30
MORTON HOSPITAL,220073,Massachusetts,70,18.772,13
SOUTHCOAST HOSPITALS GROUP,220074,Massachusetts,528,16.5126,95
SOUTHCOAST HOSPITALS GROUP,220074,Massachusetts,125,5.0844,8
SOUTHCOAST HOSPITALS GROUP,220074,Massachusetts,555,21.6805,138
SOUTHCOAST HOSPITALS GROUP,220074,Massachusetts,310,20.0259,69
SOUTHCOAST HOSPITALS GROUP,220074,Massachusetts,60,12.3277,6
SOUTHCOAST HOSPITALS GROUP,220074,Massachusetts,210,14.1204,33
BAYSTATE MEDICAL CENTER,220077,Massachusetts,261,16.6633,46
BAYSTATE MEDICAL CENTER,220077,Massachusetts,299,4.2855,14
BAYSTATE MEDICAL CENTER,220077,Massachusetts,537,21.018,118
BAYSTATE MEDICAL CENTER,220077,Massachusetts,134,21.3956,33
BAYSTATE MEDICAL CENTER,220077,Massachusetts,89,12.1394,11
BAYSTATE MEDICAL CENTER,220077,Massachusetts,308,14.1014,41
HOLY FAMILY HOSPITAL,220080,Massachusetts,229,16.0702,43
HOLY FAMILY HOSPITAL,220080,Massachusetts,112,3.6755,4
HOLY FAMILY HOSPITAL,220080,Massachusetts,207,19.7863,47
HOLY FAMILY HOSPITAL,220080,Massachusetts,86,18.0842,16
HOLY FAMILY HOSPITAL,220080,Massachusetts,32,13.2766,4
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,220083,Massachusetts,129,14.942,19
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,220083,Massachusetts,121,20.1803,22
EMERSON HOSPITAL -,220084,Massachusetts,71,15.8935,10
EMERSON HOSPITAL -,220084,Massachusetts,102,4.1386,4
EMERSON HOSPITAL -,220084,Massachusetts,85,19.3625,16
BETH ISRAEL DEACONESS MEDICAL CENTER,220086,Massachusetts,167,17.7028,33
BETH ISRAEL DEACONESS MEDICAL CENTER,220086,Massachusetts,126,4.5874,7
BETH ISRAEL DEACONESS MEDICAL CENTER,220086,Massachusetts,379,21.948,91
BETH ISRAEL DEACONESS MEDICAL CENTER,220086,Massachusetts,62,21.7052,13
BETH ISRAEL DEACONESS MEDICAL CENTER,220086,Massachusetts,107,11.4615,15
BETH ISRAEL DEACONESS MEDICAL CENTER,220086,Massachusetts,162,15.4287,28
NEW ENGLAND BAPTIST HOSPITAL,220088,Massachusetts,1563,3.4267,35
MILFORD REGIONAL MEDICAL CENTER,220090,Massachusetts,180,16.2653,35
MILFORD REGIONAL MEDICAL CENTER,220090,Massachusetts,76,4.2529,5
MILFORD REGIONAL MEDICAL CENTER,220090,Massachusetts,205,20.1106,55
MILFORD REGIONAL MEDICAL CENTER,220090,Massachusetts,107,19.2896,25
MILFORD REGIONAL MEDICAL CENTER,220090,Massachusetts,15,16.1351,4
HEYWOOD HOSPITAL,220095,Massachusetts,61,16.0554,9
HEYWOOD HOSPITAL,220095,Massachusetts,67,20.8597,18
HEYWOOD HOSPITAL,220095,Massachusetts,41,20.4852,11
NASHOBA VALLEY MEDICAL CENTER,220098,Massachusetts,41,15.8027,6
NASHOBA VALLEY MEDICAL CENTER,220098,Massachusetts,31,21.7663,9
NASHOBA VALLEY MEDICAL CENTER,220098,Massachusetts,27,18.6832,4
SOUTH SHORE HOSPITAL,220100,Massachusetts,568,16.2405,107
SOUTH SHORE HOSPITAL,220100,Massachusetts,148,4.1549,7
SOUTH SHORE HOSPITAL,220100,Massachusetts,479,20.5058,105
SOUTH SHORE HOSPITAL,220100,Massachusetts,211,18.9708,44
SOUTH SHORE HOSPITAL,220100,Massachusetts,99,14.6318,18
NEWTON-WELLESLEY HOSPITAL,220101,Massachusetts,159,14.3123,22
NEWTON-WELLESLEY HOSPITAL,220101,Massachusetts,233,4.274,12
NEWTON-WELLESLEY HOSPITAL,220101,Massachusetts,252,19.7623,54
NEWTON-WELLESLEY HOSPITAL,220101,Massachusetts,51,18.9875,12
WINCHESTER HOSPITAL,220105,Massachusetts,189,15.004,39
WINCHESTER HOSPITAL,220105,Massachusetts,200,19.189,51
WINCHESTER HOSPITAL,220105,Massachusetts,74,17.0733,13
BETH ISRAEL DEACONESS HOSPITAL - MILTON,220108,Massachusetts,123,14.6662,21
BETH ISRAEL DEACONESS HOSPITAL - MILTON,220108,Massachusetts,293,4.0092,16
BETH ISRAEL DEACONESS HOSPITAL - MILTON,220108,Massachusetts,157,19.4954,37
BETH ISRAEL DEACONESS HOSPITAL - MILTON,220108,Massachusetts,51,17.5739,10
BRIGHAM AND WOMEN'S HOSPITAL,220110,Massachusetts,163,19.4958,31
BRIGHAM AND WOMEN'S HOSPITAL,220110,Massachusetts,168,5.2051,10
BRIGHAM AND WOMEN'S HOSPITAL,220110,Massachusetts,349,22.6272,83
BRIGHAM AND WOMEN'S HOSPITAL,220110,Massachusetts,47,21.6299,9
BRIGHAM AND WOMEN'S HOSPITAL,220110,Massachusetts,93,12.1114,12
BRIGHAM AND WOMEN'S HOSPITAL,220110,Massachusetts,159,14.4342,25
GOOD SAMARITAN MEDICAL CENTER,220111,Massachusetts,209,16.3306,32
GOOD SAMARITAN MEDICAL CENTER,220111,Massachusetts,114,3.743,7
GOOD SAMARITAN MEDICAL CENTER,220111,Massachusetts,227,20.6166,60
GOOD SAMARITAN MEDICAL CENTER,220111,Massachusetts,92,18.2249,15
GOOD SAMARITAN MEDICAL CENTER,220111,Massachusetts,54,15.1053,11
TUFTS MEDICAL CENTER,220116,Massachusetts,71,18.9448,16
TUFTS MEDICAL CENTER,220116,Massachusetts,127,22.9283,31
TUFTS MEDICAL CENTER,220116,Massachusetts,29,21.6827,6
TUFTS MEDICAL CENTER,220116,Massachusetts,57,12.4097,9
TUFTS MEDICAL CENTER,220116,Massachusetts,68,16.7392,14
FAULKNER HOSPITAL-BRIGHAM AND WOMEN'S,220119,Massachusetts,95,16.9179,19
